-1.000000 0.251000 -0.191500  0.280000 0.728000 -0.616000
-0.985000 0.251000 -0.182900  0.288000 0.752000 -0.576000
-0.985000 0.251000 -0.182900  0.288000 0.752000 -0.576000
-0.980800 0.200800 -0.243900  0.232000 0.632000 -0.736000
-0.980800 0.200800 -0.243900  0.232000 0.632000 -0.736000
-0.950000 0.189400 -0.243900  0.264000 0.616000 -0.728000
-0.950000 0.200800 -0.231900  0.272000 0.640000 -0.704000
-0.950000 0.200800 -0.231900  0.272000 0.640000 -0.704000
-0.900000 0.214200 -0.182900  0.360000 0.720000 -0.576000
-0.900000 0.214200 -0.182900  0.360000 0.720000 -0.576000
-0.900000 0.200800 -0.201400  0.352000 0.680000 -0.640000
-0.874200 0.200800 -0.182900  0.360000 0.712000 -0.584000
-0.874200 0.200800 -0.182900  0.360000 0.712000 -0.584000
-0.878700 0.150600 -0.243900  0.328000 0.616000 -0.704000
-0.878700 0.150600 -0.243900  0.328000 0.616000 -0.704000
-0.850000 0.135500 -0.243900  0.320000 0.608000 -0.712000
-0.850000 0.150600 -0.229000  0.320000 0.608000 -0.720000
-0.850000 0.150600 -0.229000  0.320000 0.608000 -0.720000
-0.900000 -0.542100 -0.182900  -0.808000 -0.560000 0.136000
-0.900000 -0.542100 -0.182900  -0.808000 -0.560000 0.136000
-0.900000 -0.551700 -0.243900  -0.808000 -0.568000 -0.120000
-0.892400 -0.552300 -0.182900  -0.760000 -0.624000 0.176000
-0.899500 -0.552300 -0.243900  -0.800000 -0.592000 -0.072000
-0.850000 -0.592600 -0.182900  -0.520000 -0.800000 0.264000
-0.851300 -0.602500 -0.243900  -0.680000 -0.720000 -0.008000
-0.850000 -0.602500 -0.238600  -0.616000 -0.752000 0.216000
-0.850000 -0.603800 -0.243900  -0.656000 -0.744000 0.064000
-0.832500 -0.602500 -0.182900  -0.576000 -0.768000 0.272000
-0.800000 -0.632800 -0.243900  -0.432000 -0.896000 0.072000
-0.800000 -0.620600 -0.182900  -0.312000 -0.880000 0.336000
-0.750000 -0.646000 -0.243900  -0.088000 -0.984000 0.144000
-0.750000 -0.630100 -0.182900  -0.144000 -0.912000 0.360000
-0.750000 -0.630100 -0.182900  -0.144000 -0.912000 0.360000
-0.820300 -0.502100 -0.182900  0.496000 0.792000 0.344000
-0.820300 -0.502100 -0.182900  0.496000 0.792000 0.344000
-0.800000 -0.502100 -0.227500  0.432000 0.824000 0.352000
-0.800000 -0.513200 -0.182900  -0.080000 0.880000 0.456000
-0.750000 -0.502100 -0.184800  -0.496000 0.696000 0.496000
-0.750000 -0.503000 -0.182900  -0.200000 0.848000 0.472000
-0.749300 -0.502100 -0.182900  -0.920000 -0.232000 0.288000
-0.750000 -0.502100 -0.184800  -0.496000 0.696000 0.496000
-0.750000 -0.499500 -0.182900  -0.936000 -0.200000 0.264000
-0.750000 -0.499500 -0.182900  -0.936000 -0.200000 0.264000
-0.850000 -0.592600 -0.182900  -0.520000 -0.800000 0.264000
-0.850000 -0.592600 -0.182900  -0.520000 -0.800000 0.264000
-0.832500 -0.602500 -0.182900  -0.576000 -0.768000 0.272000
-0.850000 -0.602500 -0.238600  -0.616000 -0.752000 0.216000
-0.850000 -0.602500 -0.238600  -0.616000 -0.752000 0.216000
-0.650000 0.045800 -0.182900  0.672000 0.432000 -0.592000
-0.650000 0.045800 -0.182900  0.672000 0.432000 -0.592000
-0.650000 0.000000 -0.224600  0.632000 0.368000 -0.672000
-0.621400 0.000000 -0.182900  0.848000 0.280000 -0.440000
-0.621400 0.000000 -0.182900  0.848000 0.280000 -0.440000
-0.600000 -0.629300 -0.182900  0.072000 -0.968000 0.224000
-0.600000 -0.629300 -0.182900  0.072000 -0.968000 0.224000
-0.600000 -0.640700 -0.243900  0.080000 -0.976000 0.192000
-0.550000 -0.618800 -0.182900  0.168000 -0.944000 0.272000
-0.550000 -0.629900 -0.243900  0.160000 -0.960000 0.200000
-0.500000 -0.610400 -0.182900  -0.136000 -0.936000 0.304000
-0.500000 -0.625200 -0.243900  -0.096000 -0.960000 0.240000
-0.550000 -0.629900 -0.243900  0.160000 -0.960000 0.200000
-0.500000 -0.637800 -0.304800  -0.208000 -0.976000 -0.032000
-0.550000 -0.639800 -0.304800  0.152000 -0.984000 0.000000
-0.500000 -0.633000 -0.365800  -0.088000 -0.968000 -0.200000
-0.550000 -0.637200 -0.365800  0.152000 -0.968000 -0.168000
-0.550000 -0.639800 -0.304800  0.152000 -0.984000 0.000000
-0.600000 -0.645500 -0.365800  0.016000 -0.968000 -0.216000
-0.600000 -0.650800 -0.304800  0.064000 -0.992000 0.000000
-0.550000 -0.639800 -0.304800  0.152000 -0.984000 0.000000
-0.600000 -0.640700 -0.243900  0.080000 -0.976000 0.192000
-0.550000 -0.629900 -0.243900  0.160000 -0.960000 0.200000
-0.550000 -0.629900 -0.243900  0.160000 -0.960000 0.200000
-0.403600 -0.100400 -0.182900  -0.616000 0.592000 -0.512000
-0.403600 -0.100400 -0.182900  -0.616000 0.592000 -0.512000
-0.400000 -0.100400 -0.188300  -0.616000 0.576000 -0.520000
-0.400000 -0.096400 -0.182900  -0.664000 0.552000 -0.496000
-0.354400 -0.100400 -0.243900  -0.584000 0.448000 -0.664000
-0.365500 -0.050200 -0.182900  -0.728000 0.384000 -0.560000
-0.350000 -0.093900 -0.243900  -0.600000 0.408000 -0.680000
-0.350000 -0.050200 -0.209400  -0.696000 0.392000 -0.584000
-0.321700 -0.050200 -0.243900  -0.656000 0.344000 -0.656000
-0.350000 -0.016600 -0.182900  -0.688000 0.360000 -0.616000
-0.301700 0.000000 -0.243900  -0.744000 0.392000 -0.536000
-0.340600 0.000000 -0.182900  -0.696000 0.480000 -0.520000
-0.340600 0.000000 -0.182900  -0.696000 0.480000 -0.520000
-0.444500 -0.150600 -0.243900  -0.312000 0.784000 -0.528000
-0.444500 -0.150600 -0.243900  -0.312000 0.784000 -0.528000
-0.450000 -0.150600 -0.239400  -0.408000 0.792000 -0.448000
-0.450000 -0.152500 -0.243900  -0.384000 0.800000 -0.448000
-0.450000 -0.152500 -0.243900  -0.384000 0.800000 -0.448000
-0.400000 -0.651500 -0.182900  -0.552000 -0.472000 0.672000
-0.400000 -0.651500 -0.182900  -0.552000 -0.472000 0.672000
-0.400000 -0.652700 -0.184800  -0.640000 -0.536000 0.536000
-0.450000 -0.629600 -0.182900  -0.344000 -0.872000 0.320000
-0.428400 -0.652700 -0.243900  -0.584000 -0.736000 0.336000
-0.450000 -0.644000 -0.243900  -0.352000 -0.912000 0.200000
-0.450000 -0.652700 -0.293400  -0.288000 -0.936000 0.160000
-0.428400 -0.652700 -0.243900  -0.584000 -0.736000 0.336000
-0.450000 -0.654300 -0.304800  -0.272000 -0.952000 0.040000
-0.400000 -0.663600 -0.243900  -0.504000 -0.840000 0.160000
-0.400000 -0.672200 -0.304800  -0.400000 -0.904000 -0.128000
-0.363900 -0.703000 -0.243900  -0.784000 -0.584000 0.176000
-0.371300 -0.703000 -0.304800  -0.816000 -0.552000 -0.144000
-0.350000 -0.730400 -0.243900  -0.544000 -0.776000 0.296000
-0.350000 -0.747900 -0.304800  -0.512000 -0.832000 -0.184000
-0.300000 -0.736500 -0.243900  0.320000 -0.832000 0.440000
-0.330700 -0.753200 -0.304800  -0.192000 -0.968000 -0.112000
-0.300000 -0.753200 -0.286100  0.088000 -0.928000 0.352000
-0.300000 -0.758500 -0.304800  0.104000 -0.976000 -0.144000
-0.281500 -0.753200 -0.304800  0.312000 -0.920000 -0.216000
-0.300000 -0.753200 -0.317300  0.136000 -0.840000 -0.512000
-0.300000 -0.758500 -0.304800  0.104000 -0.976000 -0.144000
-0.330700 -0.753200 -0.304800  -0.192000 -0.968000 -0.112000
-0.300000 -0.753200 -0.317300  0.136000 -0.840000 -0.512000
-0.350000 -0.747900 -0.304800  -0.512000 -0.832000 -0.184000
-0.300000 -0.703000 -0.365100  0.056000 -0.232000 -0.968000
-0.350000 -0.703000 -0.357000  -0.336000 -0.496000 -0.792000
-0.300000 -0.687100 -0.365800  0.104000 -0.048000 -0.992000
-0.350000 -0.679200 -0.365800  -0.072000 -0.176000 -0.976000
-0.350000 -0.703000 -0.357000  -0.336000 -0.496000 -0.792000
-0.400000 -0.653700 -0.365800  -0.176000 -0.888000 -0.416000
-0.371300 -0.703000 -0.304800  -0.816000 -0.552000 -0.144000
-0.400000 -0.672200 -0.304800  -0.400000 -0.904000 -0.128000
-0.400000 -0.672200 -0.304800  -0.400000 -0.904000 -0.128000
-0.428400 -0.652700 -0.243900  -0.584000 -0.736000 0.336000
-0.428400 -0.652700 -0.243900  -0.584000 -0.736000 0.336000
-0.400000 -0.652700 -0.184800  -0.640000 -0.536000 0.536000
-0.400000 -0.663600 -0.243900  -0.504000 -0.840000 0.160000
-0.396000 -0.652700 -0.182900  -0.176000 0.000000 0.984000
-0.363900 -0.703000 -0.243900  -0.784000 -0.584000 0.176000
-0.350700 -0.703000 -0.182900  -0.792000 -0.176000 0.576000
-0.350000 -0.730400 -0.243900  -0.544000 -0.776000 0.296000
-0.350000 -0.704300 -0.182900  -0.112000 -0.808000 0.576000
-0.300000 -0.736500 -0.243900  0.320000 -0.832000 0.440000
-0.300000 -0.708000 -0.182900  0.360000 -0.768000 0.520000
-0.300000 -0.708000 -0.182900  0.360000 -0.768000 0.520000
-0.365500 -0.050200 -0.182900  -0.728000 0.384000 -0.560000
-0.365500 -0.050200 -0.182900  -0.728000 0.384000 -0.560000
-0.350000 -0.050200 -0.209400  -0.696000 0.392000 -0.584000
-0.350000 -0.016600 -0.182900  -0.688000 0.360000 -0.616000
-0.350000 -0.016600 -0.182900  -0.688000 0.360000 -0.616000
-0.400000 -0.100400 -0.188300  -0.616000 0.576000 -0.520000
-0.400000 -0.100400 -0.188300  -0.616000 0.576000 -0.520000
-0.400000 -0.131400 -0.243900  -0.384000 0.744000 -0.536000
-0.354400 -0.100400 -0.243900  -0.584000 0.448000 -0.664000
-0.400000 -0.150600 -0.272200  -0.312000 0.624000 -0.704000
-0.350000 -0.100400 -0.248500  -0.576000 0.440000 -0.680000
-0.350000 -0.150600 -0.298700  -0.264000 0.464000 -0.840000
-0.400000 -0.150600 -0.272200  -0.312000 0.624000 -0.704000
-0.350000 -0.159400 -0.304800  -0.248000 0.528000 -0.808000
-0.400000 -0.174400 -0.304800  -0.224000 0.736000 -0.632000
-0.350000 -0.200800 -0.339000  0.200000 0.416000 -0.880000
-0.400000 -0.200800 -0.333600  -0.064000 0.568000 -0.816000
-0.350000 -0.248400 -0.365800  0.184000 0.424000 -0.880000
-0.400000 -0.239300 -0.365800  0.048000 0.512000 -0.848000
-0.350000 -0.251000 -0.367200  0.240000 0.168000 -0.952000
-0.400000 -0.251000 -0.373300  0.080000 0.400000 -0.904000
-0.350000 -0.301200 -0.377400  0.232000 0.208000 -0.944000
-0.400000 -0.301200 -0.390900  0.144000 0.296000 -0.936000
-0.350000 -0.351500 -0.416300  -0.176000 0.600000 -0.768000
-0.400000 -0.351500 -0.411400  0.000000 0.616000 -0.784000
-0.400000 -0.351500 -0.411400  0.000000 0.616000 -0.784000
-0.350000 -0.647900 -0.182900  0.008000 0.768000 0.624000
-0.350000 -0.647900 -0.182900  0.008000 0.768000 0.624000
-0.386500 -0.602500 -0.182900  0.376000 -0.032000 0.920000
-0.350000 -0.630200 -0.243900  -0.144000 0.776000 0.600000
-0.371400 -0.602500 -0.243900  0.928000 0.016000 0.352000
-0.371400 -0.602500 -0.243900  0.928000 0.016000 0.352000
-0.200000 0.172600 -0.182900  -0.488000 0.416000 -0.760000
-0.200000 0.172600 -0.182900  -0.488000 0.416000 -0.760000
-0.216700 0.150600 -0.182900  -0.560000 0.376000 -0.728000
-0.200000 0.150600 -0.197300  -0.488000 0.464000 -0.728000
-0.249100 0.100400 -0.182900  -0.576000 0.496000 -0.640000
-0.200000 0.100400 -0.242800  -0.520000 0.512000 -0.672000
-0.200000 0.100400 -0.242800  -0.520000 0.512000 -0.672000
-0.200000 0.172600 -0.182900  -0.488000 0.416000 -0.760000
-0.200000 0.172600 -0.182900  -0.488000 0.416000 -0.760000
-0.200000 0.150600 -0.197300  -0.488000 0.464000 -0.728000
-0.173800 0.200800 -0.182900  -0.480000 0.344000 -0.800000
-0.150000 0.150600 -0.235500  -0.296000 0.536000 -0.784000
-0.150000 0.200800 -0.199200  -0.328000 0.272000 -0.896000
-0.150000 0.200800 -0.199200  -0.328000 0.272000 -0.896000
0.100000 0.004900 -0.182900  -0.288000 0.864000 0.400000
0.100000 0.004900 -0.182900  -0.288000 0.864000 0.400000
0.050000 0.005700 -0.182900  0.312000 0.584000 0.744000
0.100000 0.000000 -0.203800  -0.256000 0.936000 -0.224000
0.050000 0.042300 -0.243900  0.688000 0.376000 -0.616000
0.078000 0.000000 -0.243900  0.336000 0.616000 -0.696000
0.050000 0.000000 -0.258500  0.448000 0.256000 -0.848000
0.100000 -0.005500 -0.243900  -0.184000 0.760000 -0.616000
0.050000 -0.050200 -0.279200  0.280000 0.320000 -0.896000
0.100000 -0.050200 -0.272200  -0.136000 0.384000 -0.904000
0.050000 -0.100400 -0.298100  0.360000 0.248000 -0.896000
0.100000 -0.100400 -0.298900  0.040000 0.136000 -0.984000
0.100000 -0.100400 -0.298900  0.040000 0.136000 -0.984000
0.078000 0.000000 -0.243900  0.336000 0.616000 -0.696000
0.078000 0.000000 -0.243900  0.336000 0.616000 -0.696000
0.100000 -0.005500 -0.243900  -0.184000 0.760000 -0.616000
0.100000 0.000000 -0.203800  -0.256000 0.936000 -0.224000
0.100000 0.000000 -0.203800  -0.256000 0.936000 -0.224000
0.200000 -0.301200 -0.206400  -0.600000 -0.688000 0.384000
0.200000 -0.301200 -0.206400  -0.600000 -0.688000 0.384000
0.200000 -0.319700 -0.243900  -0.624000 -0.696000 0.328000
0.176900 -0.301200 -0.243900  -0.504000 -0.800000 0.304000
0.200000 -0.340400 -0.304800  -0.480000 -0.448000 -0.744000
0.170700 -0.301200 -0.304800  -0.520000 -0.608000 -0.592000
0.200000 -0.301200 -0.321600  -0.488000 -0.368000 -0.784000
0.200000 -0.301200 -0.321600  -0.488000 -0.368000 -0.784000
0.300000 -0.330300 -0.182900  -0.312000 -0.696000 0.632000
0.300000 -0.330300 -0.182900  -0.312000 -0.696000 0.632000
0.300000 -0.351500 -0.225700  -0.416000 -0.800000 0.416000
0.250000 -0.319600 -0.182900  -0.280000 -0.832000 0.472000
0.277600 -0.351500 -0.243900  -0.264000 -0.888000 0.352000
0.250000 -0.343100 -0.243900  -0.320000 -0.920000 0.208000
0.271900 -0.351500 -0.304800  -0.112000 -0.784000 -0.608000
0.250000 -0.348300 -0.304800  -0.128000 -0.736000 -0.656000
0.300000 -0.351500 -0.310200  -0.192000 -0.728000 -0.648000
0.250000 -0.313600 -0.365800  -0.336000 -0.640000 -0.680000
0.300000 -0.308000 -0.365800  0.080000 -0.656000 -0.744000
0.250000 -0.301200 -0.379400  -0.536000 -0.264000 -0.792000
0.300000 -0.301200 -0.372900  0.128000 -0.472000 -0.864000
0.300000 -0.308000 -0.365800  0.080000 -0.656000 -0.744000
0.333500 -0.301200 -0.365800  0.208000 -0.080000 -0.968000
0.300000 -0.351500 -0.310200  -0.192000 -0.728000 -0.648000
0.350000 -0.301200 -0.360500  0.376000 0.184000 -0.904000
0.348000 -0.351500 -0.365800  -0.720000 -0.032000 -0.680000
0.350000 -0.334300 -0.365800  -0.304000 0.096000 -0.944000
0.350000 -0.351500 -0.368100  -0.440000 0.096000 -0.888000
0.355700 -0.351500 -0.365800  0.360000 -0.072000 -0.928000
0.350000 -0.354600 -0.365800  -0.264000 -0.632000 -0.720000
0.400000 -0.351500 -0.338800  0.360000 -0.568000 -0.728000
0.350000 -0.401700 -0.317400  -0.608000 -0.560000 -0.544000
0.400000 -0.388800 -0.304800  0.392000 -0.800000 -0.448000
0.376800 -0.401700 -0.304800  0.336000 -0.848000 -0.392000
0.400000 -0.401700 -0.257800  0.112000 -0.952000 -0.280000
0.350000 -0.410700 -0.304800  -0.592000 -0.664000 -0.440000
0.400000 -0.404800 -0.243900  0.016000 -0.968000 0.240000
0.350000 -0.409600 -0.243900  -0.632000 -0.696000 0.320000
0.400000 -0.401700 -0.239700  -0.184000 -0.720000 0.656000
0.350000 -0.401700 -0.229000  -0.616000 -0.656000 0.416000
0.400000 -0.370500 -0.182900  -0.008000 -0.616000 0.776000
0.350000 -0.366900 -0.182900  -0.368000 -0.552000 0.736000
0.350000 -0.401700 -0.229000  -0.616000 -0.656000 0.416000
0.331500 -0.351500 -0.182900  -0.432000 -0.576000 0.688000
0.343800 -0.401700 -0.243900  -0.728000 -0.584000 0.344000
0.300000 -0.351500 -0.225700  -0.416000 -0.800000 0.416000
0.300000 -0.357600 -0.243900  -0.288000 -0.920000 0.248000
0.277600 -0.351500 -0.243900  -0.264000 -0.888000 0.352000
0.300000 -0.355300 -0.304800  -0.272000 -0.752000 -0.592000
0.271900 -0.351500 -0.304800  -0.112000 -0.784000 -0.608000
0.300000 -0.351500 -0.310200  -0.192000 -0.728000 -0.648000
0.300000 -0.355300 -0.304800  -0.272000 -0.752000 -0.592000
0.348000 -0.351500 -0.365800  -0.720000 -0.032000 -0.680000
0.344100 -0.401700 -0.304800  -0.784000 -0.512000 -0.336000
0.350000 -0.354600 -0.365800  -0.264000 -0.632000 -0.720000
0.350000 -0.401700 -0.317400  -0.608000 -0.560000 -0.544000
0.344100 -0.401700 -0.304800  -0.784000 -0.512000 -0.336000
0.350000 -0.410700 -0.304800  -0.592000 -0.664000 -0.440000
0.343800 -0.401700 -0.243900  -0.728000 -0.584000 0.344000
0.350000 -0.409600 -0.243900  -0.632000 -0.696000 0.320000
0.350000 -0.401700 -0.229000  -0.616000 -0.656000 0.416000
0.350000 -0.401700 -0.229000  -0.616000 -0.656000 0.416000
0.300000 -0.330300 -0.182900  -0.312000 -0.696000 0.632000
0.300000 -0.330300 -0.182900  -0.312000 -0.696000 0.632000
0.331500 -0.351500 -0.182900  -0.432000 -0.576000 0.688000
0.300000 -0.351500 -0.225700  -0.416000 -0.800000 0.416000
0.300000 -0.351500 -0.225700  -0.416000 -0.800000 0.416000
0.427100 -0.301200 -0.182900  0.776000 0.464000 0.416000
0.427100 -0.301200 -0.182900  0.776000 0.464000 0.416000
0.450000 -0.338000 -0.182900  0.248000 0.592000 0.752000
0.429200 -0.301200 -0.243900  0.816000 0.544000 -0.176000
0.450000 -0.327300 -0.243900  -0.064000 0.864000 -0.488000
0.401200 -0.301200 -0.304800  0.744000 0.488000 -0.440000
0.450000 -0.351500 -0.290700  -0.176000 0.632000 -0.744000
0.437100 -0.351500 -0.304800  0.688000 0.472000 -0.536000
0.437100 -0.351500 -0.304800  0.688000 0.472000 -0.536000
0.450000 -0.370700 -0.182900  -0.080000 -0.520000 0.848000
0.450000 -0.370700 -0.182900  -0.080000 -0.520000 0.848000
0.400000 -0.370500 -0.182900  -0.008000 -0.616000 0.776000
0.450000 -0.401700 -0.212100  0.240000 -0.816000 0.520000
0.400000 -0.401700 -0.239700  -0.184000 -0.720000 0.656000
0.450000 -0.418500 -0.243900  -0.152000 -0.896000 0.400000
0.400000 -0.404800 -0.243900  0.016000 -0.968000 0.240000
0.450000 -0.411100 -0.304800  -0.144000 -0.808000 -0.560000
0.400000 -0.401700 -0.257800  0.112000 -0.952000 -0.280000
0.428900 -0.401700 -0.304800  -0.392000 -0.464000 -0.784000
0.428900 -0.401700 -0.304800  -0.392000 -0.464000 -0.784000
0.500000 0.355500 -0.182900  0.400000 0.616000 -0.664000
0.500000 0.355500 -0.182900  0.400000 0.616000 -0.664000
0.500000 0.351500 -0.187300  0.416000 0.568000 -0.696000
0.506000 0.351500 -0.182900  0.424000 0.584000 -0.680000
0.506000 0.351500 -0.182900  0.424000 0.584000 -0.680000
0.550000 -0.401700 -0.218900  -0.128000 -0.904000 0.392000
0.550000 -0.401700 -0.218900  -0.128000 -0.904000 0.392000
0.550000 -0.409700 -0.243900  -0.144000 -0.944000 0.272000
0.503900 -0.401700 -0.243900  -0.232000 -0.936000 0.256000
0.550000 -0.415900 -0.304800  -0.192000 -0.848000 -0.480000
0.502600 -0.401700 -0.304800  -0.320000 -0.840000 -0.416000
0.550000 -0.401700 -0.333700  -0.144000 -0.688000 -0.704000
0.550000 -0.401700 -0.333700  -0.144000 -0.688000 -0.704000
0.600000 0.200800 -0.209200  0.248000 0.288000 -0.920000
0.600000 0.200800 -0.209200  0.248000 0.288000 -0.920000
0.650000 0.200800 -0.204000  0.272000 0.408000 -0.864000
0.600000 0.150600 -0.225200  0.008000 0.128000 -0.984000
0.650000 0.150600 -0.219600  0.200000 0.280000 -0.928000
0.600000 0.100400 -0.237100  -0.096000 0.168000 -0.976000
0.650000 0.100400 -0.241400  0.232000 0.064000 -0.968000
0.600000 0.076600 -0.243900  -0.096000 0.360000 -0.920000
0.650000 0.067400 -0.243900  0.208000 0.056000 -0.968000
0.600000 0.050200 -0.251100  0.248000 0.344000 -0.896000
0.650000 0.050200 -0.244900  0.216000 0.040000 -0.968000
0.600000 0.000000 -0.284600  0.512000 0.112000 -0.840000
0.650000 0.000000 -0.248500  0.680000 -0.160000 -0.712000
0.650000 0.000000 -0.248500  0.680000 -0.160000 -0.712000
0.600000 -0.392700 -0.182900  -0.184000 -0.752000 0.624000
0.600000 -0.392700 -0.182900  -0.184000 -0.752000 0.624000
0.628900 -0.401700 -0.182900  -0.216000 -0.760000 0.608000
0.600000 -0.401700 -0.203000  -0.208000 -0.872000 0.432000
0.600000 -0.401700 -0.203000  -0.208000 -0.872000 0.432000
0.700000 -0.451900 -0.215800  -0.528000 -0.696000 0.472000
0.700000 -0.451900 -0.215800  -0.528000 -0.696000 0.472000
0.700000 -0.472400 -0.243900  -0.560000 -0.816000 -0.016000
0.673600 -0.451900 -0.243900  -0.480000 -0.752000 0.448000
0.700000 -0.481300 -0.304800  -0.240000 -0.712000 -0.656000
0.653100 -0.451900 -0.304800  -0.336000 -0.480000 -0.800000
0.700000 -0.451900 -0.321600  -0.136000 -0.312000 -0.936000
0.700000 -0.451900 -0.321600  -0.136000 -0.312000 -0.936000
0.700000 -0.435200 -0.182900  -0.448000 -0.712000 0.536000
0.700000 -0.435200 -0.182900  -0.448000 -0.712000 0.536000
0.719600 -0.451900 -0.182900  -0.568000 -0.640000 0.512000
0.700000 -0.451900 -0.215800  -0.528000 -0.696000 0.472000
0.700000 -0.451900 -0.215800  -0.528000 -0.696000 0.472000
0.750000 -0.502100 -0.236900  -0.448000 -0.776000 0.432000
0.750000 -0.502100 -0.236900  -0.448000 -0.776000 0.432000
0.750000 -0.505200 -0.243900  -0.480000 -0.856000 0.152000
0.744200 -0.502100 -0.243900  -0.480000 -0.864000 0.128000
0.750000 -0.502100 -0.254300  -0.448000 -0.832000 -0.312000
0.750000 -0.502100 -0.254300  -0.448000 -0.832000 -0.312000
0.750000 0.157000 -0.182900  0.280000 0.720000 -0.624000
0.750000 0.157000 -0.182900  0.280000 0.720000 -0.624000
0.750000 0.150600 -0.191500  0.256000 0.656000 -0.704000
0.769100 0.150600 -0.182900  0.248000 0.704000 -0.648000
0.769100 0.150600 -0.182900  0.248000 0.704000 -0.648000
0.929600 0.050200 -0.243900  0.432000 0.672000 -0.584000
0.929600 0.050200 -0.243900  0.432000 0.672000 -0.584000
0.950000 0.037500 -0.243900  0.432000 0.688000 -0.576000
0.950000 0.050200 -0.224500  0.472000 0.712000 -0.504000
0.950000 0.050200 -0.224500  0.472000 0.712000 -0.504000
0.950000 0.069900 -0.182900  0.544000 0.736000 -0.392000
0.950000 0.069900 -0.182900  0.544000 0.736000 -0.392000
0.950000 0.050200 -0.224500  0.472000 0.712000 -0.504000
0.978000 0.050200 -0.182900  0.512000 0.768000 -0.376000
0.978000 0.050200 -0.182900  0.512000 0.768000 -0.376000
0.950000 -0.451900 -0.206400  0.504000 0.736000 0.440000
0.950000 -0.451900 -0.206400  0.504000 0.736000 0.440000
0.950000 -0.433400 -0.243900  0.528000 0.832000 0.152000
0.980700 -0.451900 -0.243900  0.752000 0.648000 0.032000
0.950000 -0.451900 -0.300000  0.488000 0.464000 -0.728000
0.950000 -0.433400 -0.243900  0.528000 0.832000 0.152000
0.900000 -0.451900 -0.272400  0.368000 0.408000 -0.824000
0.900000 -0.412700 -0.243900  0.520000 0.640000 -0.552000
0.850000 -0.451900 -0.293100  0.448000 0.248000 -0.848000
0.890600 -0.401700 -0.243900  0.576000 0.616000 -0.528000
0.850000 -0.401700 -0.268600  0.504000 0.432000 -0.744000
0.850000 -0.375700 -0.243900  0.544000 0.616000 -0.552000
0.800000 -0.401700 -0.291400  0.440000 0.456000 -0.760000
0.829500 -0.351500 -0.243900  0.648000 0.640000 -0.400000
0.800000 -0.351500 -0.277300  0.568000 0.408000 -0.704000
0.800000 -0.328800 -0.243900  0.640000 0.656000 -0.384000
0.800000 -0.328800 -0.243900  0.640000 0.656000 -0.384000
1.000000 -0.503200 -0.182900  0.400000 0.704000 0.576000
1.000000 -0.503200 -0.182900  0.400000 0.704000 0.576000
0.998000 -0.502100 -0.182900  0.528000 0.664000 0.520000
1.000000 -0.502100 -0.189300  0.760000 0.568000 0.296000
1.000000 -0.502100 -0.189300  0.760000 0.568000 0.296000
-0.891000 -0.451900 -0.304800  0.528000 0.824000 -0.192000
-0.891000 -0.451900 -0.304800  0.528000 0.824000 -0.192000
-0.896800 -0.451900 -0.243900  0.600000 0.776000 0.136000
-0.850000 -0.473200 -0.304800  0.272000 0.896000 -0.336000
-0.850000 -0.480800 -0.243900  0.376000 0.912000 0.152000
-0.800000 -0.473000 -0.304800  -0.736000 0.648000 -0.168000
-0.800000 -0.496000 -0.243900  0.424000 0.840000 0.320000
-0.787800 -0.451900 -0.304800  -0.984000 0.136000 -0.040000
-0.769800 -0.451900 -0.243900  -0.952000 -0.080000 0.272000
-0.769800 -0.451900 -0.243900  -0.952000 -0.080000 0.272000
-0.900000 -0.551700 -0.243900  -0.808000 -0.568000 -0.120000
-0.900000 -0.551700 -0.243900  -0.808000 -0.568000 -0.120000
-0.900000 -0.539600 -0.304800  -0.720000 -0.488000 -0.480000
-0.899500 -0.552300 -0.243900  -0.800000 -0.592000 -0.072000
-0.891900 -0.552300 -0.304800  -0.800000 -0.568000 -0.136000
-0.851300 -0.602500 -0.243900  -0.680000 -0.720000 -0.008000
-0.850000 -0.602000 -0.304800  -0.640000 -0.736000 -0.184000
-0.850000 -0.602500 -0.285600  -0.672000 -0.728000 -0.024000
-0.849200 -0.602500 -0.304800  -0.536000 -0.720000 -0.432000
-0.850000 -0.603800 -0.243900  -0.656000 -0.744000 0.064000
-0.800000 -0.636000 -0.304800  -0.536000 -0.792000 -0.272000
-0.800000 -0.632800 -0.243900  -0.432000 -0.896000 0.072000
-0.750000 -0.652200 -0.304800  -0.040000 -0.952000 -0.288000
-0.750000 -0.646000 -0.243900  -0.088000 -0.984000 0.144000
-0.750000 -0.646000 -0.243900  -0.088000 -0.984000 0.144000
-0.850000 -0.603800 -0.243900  -0.656000 -0.744000 0.064000
-0.850000 -0.603800 -0.243900  -0.656000 -0.744000 0.064000
-0.850000 -0.602500 -0.285600  -0.672000 -0.728000 -0.024000
-0.851300 -0.602500 -0.243900  -0.680000 -0.720000 -0.008000
-0.851300 -0.602500 -0.243900  -0.680000 -0.720000 -0.008000
-0.800000 0.108800 -0.243900  0.352000 0.608000 -0.704000
-0.800000 0.108800 -0.243900  0.352000 0.608000 -0.704000
-0.800000 0.100400 -0.252800  0.360000 0.584000 -0.720000
-0.785800 0.100400 -0.243900  0.360000 0.584000 -0.720000
-0.785800 0.100400 -0.243900  0.360000 0.584000 -0.720000
-0.750000 0.077000 -0.243900  0.368000 0.552000 -0.744000
